freq (Hz),Gain (dB),Phase (degC)
422668.6143,-12.30657817,50.36826987
428548.5204,-12.45949848,49.87494543
434510.2242,-12.61317787,49.37711085
440554.8635,-12.76763139,48.87479056
446683.5922,-12.92287402,48.36801198
452897.5799,-13.07892062,47.85680556
459198.0128,-13.23578594,47.3412047
465586.0935,-13.39348458,46.8212458
472063.0413,-13.55203096,46.29696822
478630.0923,-13.71143935,45.76841421
485288.5002,-13.8717238,45.23562893
492039.5357,-14.03289811,44.69866037
498884.4875,-14.19497585,44.15755929
505824.662,-14.35797034,43.61237918
512861.384,-14.52189458,43.06317619
519995.9965,-14.68676127,42.51000904
527229.8614,-14.85258281,41.95293892
534564.3594,-15.01937121,41.39202945
542000.8904,-15.18713816,40.82734651
549540.8739,-15.35589494,40.25895821
557185.7489,-15.52565243,39.68693469
564936.9748,-15.69642113,39.11134808
572796.031,-15.86821108,38.53227232
580764.4175,-16.0410319,37.94978305
588843.6554,-16.21489273,37.36395747
597035.2866,-16.38980229,36.77487418
605340.8748,-16.56576877,36.18261306
613762.0052,-16.74279992,35.5872551
622300.2852,-16.92090298,34.98888222
630957.3445,-17.1000847,34.38757718
639734.8355,-17.2803513,33.78342334
648634.4335,-17.46170853,33.17650453
657657.8374,-17.6441616,32.56690492
666806.7692,-17.82771524,31.95470878
676082.9754,-18.01237363,31.34000039
685488.2265,-18.19814047,30.72286379
695024.3176,-18.38501895,30.1033827
704693.069,-18.57301176,29.4816403
714496.3261,-18.76212107,28.8577191
724435.9601,-18.95234858,28.23170073
734513.8682,-19.14369553,27.60366584
744731.9739,-19.33616264,26.97369393
755092.2277,-19.52975021,26.34186318
765596.6069,-19.72445807,25.70825032
776247.1166,-19.92028561,25.07293048
787045.7897,-20.11723182,24.43597706
797994.6873,-20.31529525,23.79746161
809095.8992,-20.51447408,23.15745367
820351.5443,-20.7147661,22.51602069
831763.7711,-20.91616875,21.87322788
843334.7578,-21.11867911,21.22913812
855066.7129,-21.32229396,20.58381186
866961.8758,-21.52700974,19.93730701
879022.5168,-21.73282263,19.28967886
891250.9381,-21.93972854,18.64097999
903649.4737,-22.14772311,17.99126019
916220.4901,-22.35680178,17.34056638
928966.3868,-22.56695974,16.68894256
941889.5965,-22.77819204,16.03642972
954992.586,-22.99049352,15.38306581
968277.8563,-23.2038589,14.72888567
981747.943,-23.41828274,14.07392096
995405.4174,-23.6337595,13.41820017
1009252.886,-23.85028357,12.76174851
1023292.992,-24.06784924,12.10458791
1037528.416,-24.28645074,11.44673698
1051961.874,-24.5060823,10.78821095
1066596.121,-24.7267381,10.12902166
1081433.951,-24.94841232,9.469177477
1096478.196,-25.17109916,8.808683322
1111731.727,-25.39479286,8.147540574
1127197.456,-25.6194877,7.48574705
1142878.335,-25.84517802,6.823296955
1158777.356,-26.07185824,6.160180827
1174897.555,-26.29952286,5.496385478
1191242.008,-26.5281665,4.831893931
1207813.835,-26.75778388,4.166685337
1224616.199,-26.98836987,3.500734896
1241652.308,-27.21991947,2.834013753
1258925.412,-27.45242783,2.166488886
1276438.809,-27.68589026,1.498122974
1294195.841,-27.92030226,0.828874253
1312199.899,-28.1556595,0.158696338
1330454.418,-28.39195785,-0.512461966
1348962.883,-28.62919338,-1.184656889
1367728.826,-28.86736238,-1.857949954
1386755.829,-29.10646137,-2.53240826
1406047.524,-29.34648707,-3.208104822
1425607.594,-29.58743647,-3.885118937
1445439.771,-29.82930682,-4.563536625
1465547.841,-30.07209561,-5.243451107
1485935.642,-30.31580061,-5.924963366
1506607.066,-30.56041989,-6.608182778
1527566.058,-30.80595179,-7.293227832
1548816.619,-31.05239501,-7.98022695
1570362.804,-31.29974855,-8.669319427
1592208.727,-31.54801175,-9.360656494
1614358.557,-31.79718437,-10.05440254
1636816.521,-32.04726653,-10.75073652
1659586.907,-32.2982588,-11.44985355
1682674.061,-32.55016222,-12.15196674
1706082.389,-32.80297832,-12.85730935
1729816.359,-33.0567092,-13.56613721
1753880.502,-33.31135761,-14.27873156
1778279.41,-33.56692696,-14.99540235
1803017.741,-33.82342146,-15.7164921
1828100.216,-34.0808462,-16.44238034
1853531.623,-34.3392073,-17.17348888
1879316.817,-34.59851205,-17.91028801
1905460.718,-34.85876911,-18.6533038
1931968.317,-35.11998875,-19.40312679
1958844.674,-35.38218313,-20.16042238
1986094.917,-35.64536669,-20.92594322
2013724.25,-35.90955656,-21.70054422
2041737.945,-36.17477318,-22.48520078
2070141.349,-36.44104102,-23.28103091
2098939.884,-36.70838947,-24.08932258
2128139.046,-36.97685407,-24.91156747
2157744.409,-37.24647806,-25.74950308
2187761.624,-37.51731439,-26.60516573
2218196.42,-37.78942845,-27.48095781
2249054.606,-38.06290165,-28.37973395
2280342.072,-38.33783635,-29.30491265
2312064.79,-38.61436263,-30.26062251
2344228.815,-38.89264767,-31.25189621
2376840.287,-39.17290922,-32.28493135
2409905.429,-39.45543489,-33.36744657
2443430.553,-39.74061084,-34.50917578
2477422.058,-40.02896484,-35.72256687
2511886.432,-40.32123319,-37.0237897
2546830.253,-40.61846714,-38.43422402
2582260.191,-40.92220818,-39.98271261
2618183.008,-41.23478757,-41.70907303
2654605.562,-41.55986084,-43.66975255
2691534.804,-41.9034113,-45.94727549
2728977.783,-42.27575021,-48.66669286
2766941.645,-42.69579992,-52.02555486
2805433.638,-43.20109672,-56.35114158
2844461.107,-43.8737631,-62.21403433
2884031.503,-44.91733352,-70.65249855
2924152.378,-46.92483403,-83.5340221
2964831.39,-52.13241613,-103.4389768
3006076.303,-67.10192073,50.00293518
3047894.99,-50.616663,24.90608771
3090295.433,-47.4121946,7.328995747
3133285.724,-46.37199531,-3.971539747
3176874.071,-46.04589452,-11.49516941
3221068.791,-46.00944772,-16.82328512
3265878.322,-46.10902596,-20.82177452
3311311.215,-46.28006231,-23.97148483
3357376.142,-46.49207983,-26.55249318
3404081.897,-46.72931513,-28.73641466
3451437.393,-46.98299727,-30.63335979
3499451.67,-47.24794806,-32.31686884
3548133.892,-47.52095729,-33.83778867
3597493.352,-47.79995179,-35.23234634
3647539.469,-48.08354549,-36.52703837
3698281.798,-48.37078376,-37.74169926
3749730.022,-48.66099206,-38.89148946
3801893.963,-48.95368295,-39.98822011
3854783.577,-49.2484973,-41.04125885
3908408.958,-49.54516596,-42.05816372
3962780.343,-49.84348431,-43.04513668
4017908.108,-50.14329487,-44.00735506
4073802.778,-50.44447531,-44.94921899
4130475.02,-50.74693002,-45.87454056
4187935.651,-51.05058417,-46.78669216
4246195.639,-51.35537949,-47.68872653
4305266.105,-51.66127129,-48.58347781
4365158.322,-51.96822646,-49.47365058
4425883.724,-52.27622226,-50.36190302
4487453.899,-52.58524576,-51.25092951
4549880.602,-52.8952939,-52.14354838
4613175.746,-53.20637427,-53.04280112
4677351.413,-53.51850678,-53.95207122
4742419.853,-53.83172637,-54.87523333
4808393.484,-54.14608733,-55.81684839
4875284.901,-54.46167002,-56.7824279
4943106.87,-54.77859118,-57.77880277
5011872.336,-55.09702024,-58.8146539
5081594.426,-55.41720554,-59.90129788
5152286.446,-55.73951792,-61.05388806
5223961.89,-56.06452594,-62.29331499
5296634.439,-56.39313162,-63.64933493
5370317.964,-56.72682948,-65.16596232
5445026.528,-57.0682343,-66.91128798
5520774.393,-57.42224908,-68.99658454
5597576.015,-57.79893338,-71.61668262
5675446.054,-58.22158005,-75.14471042
5754399.373,-58.75413935,-80.38648539
5834451.043,-59.62338126,-89.38991056
5915616.342,-62.04864554,-108.4130538
5997910.763,-91.68971044,-151.8410652
6081350.013,-62.93433074,-16.52084284
6165950.019,-60.97278543,-36.37094718
6251726.928,-60.71893544,-45.67117045
6338697.113,-60.82492488,-51.04738535
6426877.173,-61.04667654,-54.65420574
6516283.941,-61.31640657,-57.33200118
6606934.48,-61.60966334,-59.46755927
6698846.094,-61.91595736,-61.26221026
6792036.326,-62.2302031,-62.83095472
6886522.963,-62.54970256,-64.24449258
6982324.041,-62.87292433,-65.54905688
7079457.844,-63.1989549,-66.77661701
7177942.913,-63.52723155,-67.95052956
7277798.045,-63.85740434,-69.08889518
7379042.301,-64.18926231,-70.20671392
7481695.005,-64.52269478,-71.31741746
7585775.75,-64.85767416,-72.43412417
7691304.403,-65.19425544,-73.57087257
7798301.105,-65.53259337,-74.74408958
7906786.28,-65.87298514,-75.97464767
8016780.634,-66.21595923,-77.29112173
8128305.162,-66.56245937,-78.73545546
8241381.15,-66.91424739,-80.37369249
8356030.182,-67.27486955,-82.31822737
8472274.141,-67.65229041,-84.77928667
8590135.215,-68.06747412,-88.20247673
8709635.9,-68.59082442,-93.71859391
8830799.004,-69.58218032,-105.1275521
8953647.655,-75.50296264,-140.8206006
9078205.302,-72.81618315,-31.08578172
9204495.718,-70.35010391,-56.81340541
9332543.008,-70.2490518,-66.01744133
9462371.614,-70.45421468,-70.84225523
9594006.315,-70.74013898,-73.98983948
9727472.238,-71.05644357,-76.33587411
9862794.856,-71.38699845,-78.2454902
10000000,-71.72540643,-79.89894537
